Survived,Pclass,Age,SibSp,Parch,Fare,is_alone,fare_per_person,Sex_male,Embarked_Q,Embarked_S
0,3,27.0,0,0,7.8958,1,7.8958,True,False,True
1,2,30.0,0,0,12.35,1,12.35,False,True,False
1,2,22.0,1,1,29.0,0,9.666666666666666,False,False,True
0,3,28.0,8,2,65.6563,0,5.968754545454545,True,False,True
1,1,36.0,0,0,65.6563,1,65.6563,False,False,False
0,3,54.5,0,0,6.2375,1,6.2375,True,False,True
1,2,36.0,0,0,13.0,1,13.0,False,False,True
1,3,31.0,1,1,20.525,0,6.841666666666666,False,False,True
1,1,16.0,0,1,57.9792,0,28.9896,False,False,False
1,3,28.0,2,0,23.25,0,7.75,False,True,False
0,1,45.5,0,0,28.5,1,28.5,True,False,True
0,1,38.0,0,1,65.6563,0,32.82815,True,False,True
0,3,16.0,2,0,18.0,0,6.0,True,False,True
1,1,28.0,1,0,65.6563,0,32.82815,False,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
0,1,29.0,1,0,65.6563,0,32.82815,True,False,True
1,1,41.0,0,0,65.6563,1,65.6563,False,False,False
1,3,45.0,0,0,8.05,1,8.05,True,False,True
0,1,45.0,0,0,35.5,1,35.5,True,False,True
1,2,2.5,1,1,26.0,0,8.666666666666666,True,False,True
1,1,24.0,3,2,65.6563,0,10.942716666666668,False,False,True
0,2,28.0,0,0,13.0,1,13.0,True,False,True
0,2,25.0,0,0,13.0,1,13.0,True,False,True
0,2,36.0,0,0,13.0,1,13.0,True,False,True
1,2,24.0,0,0,13.0,1,13.0,False,False,True
1,2,40.0,0,0,13.0,1,13.0,False,False,True
1,3,28.0,1,0,16.1,0,8.05,False,False,True
1,3,3.0,1,1,15.9,0,5.3,True,False,True
0,3,42.0,0,0,8.6625,1,8.6625,True,False,True
0,3,23.0,0,0,9.225,1,9.225,True,False,True
0,1,28.0,0,0,35.0,1,35.0,True,False,True
0,3,15.0,1,1,7.2292,0,2.409733333333333,True,False,False
0,3,25.0,1,0,17.8,0,8.9,True,False,True
0,3,28.0,0,0,7.225,1,7.225,True,False,False
0,3,28.0,0,0,9.5,1,9.5,True,False,True
1,1,22.0,0,1,55.0,0,27.5,False,False,True
0,2,38.0,0,0,13.0,1,13.0,False,False,True
1,3,28.0,0,0,7.8792,1,7.8792,False,True,False
1,3,28.0,0,0,7.8792,1,7.8792,False,True,False
0,3,40.0,1,4,27.9,0,4.6499999999999995,True,False,True
0,2,29.0,1,0,27.7208,0,13.8604,True,False,False
0,3,45.0,0,1,14.4542,0,7.2271,False,False,False
0,3,35.0,0,0,7.05,1,7.05,True,False,True
0,3,28.0,1,0,15.5,0,7.75,True,True,False
0,3,30.0,0,0,7.25,1,7.25,True,False,True
1,1,54.5,1,0,65.6563,0,32.82815,False,False,False
1,3,28.0,0,0,7.2292,1,7.2292,False,False,False
1,3,28.0,0,0,7.75,1,7.75,False,True,False
1,1,24.0,0,0,65.6563,1,65.6563,False,False,False
1,1,25.0,1,0,55.4417,0,27.72085,True,False,False
0,3,18.0,1,0,6.4958,0,3.2479,True,False,True
0,3,19.0,0,0,8.05,1,8.05,True,False,True
0,1,22.0,0,0,65.6563,1,65.6563,True,False,False
0,3,3.0,3,1,21.075,0,4.215,False,False,True
1,1,28.0,1,0,65.6563,0,32.82815,False,False,False
1,3,22.0,0,0,7.25,1,7.25,False,False,True
0,1,27.0,0,2,65.6563,0,21.885433333333335,True,False,False
0,3,20.0,0,0,4.0125,1,4.0125,True,False,False
0,3,19.0,0,0,7.775,1,7.775,True,False,True
1,1,42.0,0,0,65.6563,1,65.6563,False,False,False
1,3,2.5,0,2,15.7417,0,5.247233333333333,False,False,False
0,3,32.0,0,0,7.925,1,7.925,True,False,True
1,1,35.0,1,0,52.0,0,26.0,False,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
0,2,18.0,0,0,65.6563,1,65.6563,True,False,True
0,3,2.5,5,2,46.9,0,5.8625,True,False,True
1,2,36.0,0,0,13.0,1,13.0,False,False,True
0,3,28.0,0,0,7.7292,1,7.7292,True,True,False
1,2,17.0,0,0,12.0,1,12.0,False,False,False
1,1,36.0,1,2,65.6563,0,16.414075,True,False,True
1,3,21.0,0,0,7.7958,1,7.7958,True,False,True
0,3,28.0,2,0,7.925,0,2.6416666666666666,True,False,True
1,1,23.0,1,0,65.6563,0,32.82815,False,False,False
1,3,24.0,0,2,16.7,0,5.566666666666666,False,False,True
0,3,22.0,0,0,7.7958,1,7.7958,True,False,True
0,3,31.0,0,0,7.8542,1,7.8542,False,False,True
0,2,46.0,0,0,26.0,1,26.0,True,False,True
0,2,23.0,0,0,10.5,1,10.5,True,False,True
1,2,28.0,0,0,12.65,1,12.65,False,False,True
1,3,39.0,0,0,7.925,1,7.925,True,False,True
0,3,26.0,0,0,8.05,1,8.05,True,False,True
0,3,21.0,1,0,9.825,0,4.9125,False,False,True
0,3,28.0,1,0,15.85,0,7.925,True,False,True
0,3,20.0,0,0,8.6625,1,8.6625,False,False,True
0,2,34.0,1,0,21.0,0,10.5,True,False,True
0,3,51.0,0,0,7.75,1,7.75,True,False,True
1,2,3.0,1,1,18.75,0,6.25,True,False,True
0,3,21.0,0,0,7.775,1,7.775,True,False,True
0,3,28.0,3,1,25.4667,0,5.0933399999999995,False,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,True
0,3,28.0,0,0,6.8583,1,6.8583,True,True,False
1,1,33.0,1,0,65.6563,0,32.82815,False,True,False
0,2,28.0,0,0,0.0,1,0.0,True,False,True
1,3,44.0,0,0,7.925,1,7.925,True,False,True
0,3,28.0,0,0,8.05,1,8.05,False,False,True
1,2,34.0,1,1,32.5,0,10.833333333333334,False,False,True
1,2,18.0,0,2,13.0,0,4.333333333333333,False,False,True
0,2,30.0,0,0,13.0,1,13.0,True,False,True
0,3,10.0,0,2,24.15,0,8.049999999999999,False,False,True
0,3,28.0,0,0,7.8958,1,7.8958,True,False,False
0,3,21.0,0,0,7.7333,1,7.7333,True,True,False
0,3,29.0,0,0,7.875,1,7.875,True,False,True
0,3,28.0,1,1,14.4,0,4.8,False,False,True
0,3,18.0,1,1,20.2125,0,6.7375,True,False,True
0,3,28.0,0,0,7.25,1,7.25,True,False,True
1,2,28.0,1,0,26.0,0,13.0,False,False,True
1,2,19.0,0,0,26.0,1,26.0,False,False,True
0,3,28.0,0,0,7.75,1,7.75,True,True,False
1,3,32.0,0,0,8.05,1,8.05,True,False,True
1,1,28.0,0,0,26.55,1,26.55,True,False,True
1,3,28.0,1,0,16.1,0,8.05,False,False,True
1,2,42.0,1,0,26.0,0,13.0,False,False,True
0,3,17.0,0,0,7.125,1,7.125,True,False,True
0,1,50.0,1,0,55.9,0,27.95,True,False,True
1,1,14.0,1,2,65.6563,0,16.414075,False,False,True
0,3,21.0,2,2,34.375,0,6.875,False,False,True
1,2,24.0,2,3,18.75,0,3.125,False,False,True
0,1,54.5,1,4,65.6563,0,10.942716666666668,True,False,True
0,2,31.0,0,0,10.5,1,10.5,True,False,True
1,2,45.0,1,1,26.25,0,8.75,False,False,True
0,3,20.0,0,0,9.5,1,9.5,True,False,True
0,3,25.0,1,0,7.775,0,3.8875,True,False,True
1,2,28.0,0,0,13.0,1,13.0,False,False,True
1,3,28.0,0,0,8.1125,1,8.1125,True,False,True
1,1,4.0,0,2,65.6563,0,21.885433333333335,True,False,True
1,2,13.0,0,1,19.5,0,9.75,False,False,True
1,1,34.0,0,0,26.55,1,26.55,True,False,True
1,3,5.0,2,1,19.2583,0,4.814575,False,False,False
1,1,52.0,0,0,30.5,1,30.5,True,False,True
0,2,36.0,1,2,27.75,0,6.9375,True,False,True
0,3,28.0,1,0,19.9667,0,9.98335,True,False,True
0,1,30.0,0,0,27.75,1,27.75,True,False,False
1,1,49.0,1,0,65.6563,0,32.82815,True,False,False
0,3,28.0,0,0,8.05,1,8.05,True,False,True
1,3,29.0,0,0,7.8958,1,7.8958,True,False,False
0,1,54.5,0,0,26.55,1,26.55,True,False,True
1,1,28.0,1,0,51.8625,0,25.93125,False,False,True
1,2,50.0,0,0,10.5,1,10.5,False,False,True
0,3,28.0,0,0,7.75,1,7.75,True,True,False
1,1,48.0,0,0,26.55,1,26.55,True,False,True
0,3,34.0,0,0,8.05,1,8.05,True,False,True
0,1,47.0,0,0,38.5,1,38.5,True,False,True
0,2,48.0,0,0,13.0,1,13.0,True,False,True
0,3,28.0,0,0,8.05,1,8.05,True,False,True
0,3,38.0,0,0,7.05,1,7.05,True,False,True
0,2,28.0,0,0,0.0,1,0.0,True,False,True
0,1,54.5,0,0,26.55,1,26.55,True,False,True
0,3,28.0,0,0,7.725,1,7.725,True,True,False
1,3,2.5,2,1,19.2583,0,4.814575,False,False,False
0,3,28.0,0,0,7.25,1,7.25,True,False,True
0,3,38.0,0,0,8.6625,1,8.6625,True,False,True
1,2,33.0,1,2,27.75,0,6.9375,False,False,True
1,2,23.0,0,0,13.7917,1,13.7917,False,False,False
